target,id,date,flag,user,text
4,2187367725,Mon Jun 15 20:10:43 PDT 2009,NO_QUERY,sammbartha,@johnharkabus what kinda stuff lol now im a stalker like aaron(and i know u read this too aaron so i luv u  )
4,1969925125,Sat May 30 01:45:17 PDT 2009,NO_QUERY,bonolove,I'm so happy I spent my bday with the people I love the most 
4,2069622486,Sun Jun 07 16:13:00 PDT 2009,NO_QUERY,linnor,"'s note to self:  we only have 4-days of work this week,  then payday and a 3-day weekend. "
4,1880754782,Fri May 22 02:23:04 PDT 2009,NO_QUERY,lottehhh,I'm gonna take a shower. 
0,2263022839,Sat Jun 20 23:46:19 PDT 2009,NO_QUERY,amberthomp,Did I really juat give my 4lb. pup a shower?? Came home to pooop in the crate and allll over her! I feel awfullll 
4,2056428989,Sat Jun 06 11:07:39 PDT 2009,NO_QUERY,KayleenDuhh,@desireeapril yup! 
4,1823510652,Sat May 16 22:10:02 PDT 2009,NO_QUERY,poserkid901,@tinyksass you =  ?
0,2055784948,Sat Jun 06 09:57:05 PDT 2009,NO_QUERY,YasminLovee,can't believe she can't make it to @mileycyrus concert in december 
4,1830580085,Sun May 17 17:08:34 PDT 2009,NO_QUERY,One_StepCloser,"sorry about the spamm guys  to my followers, your all amazing  hope you all enjoy reading about my excititng life."
0,1993414318,Mon Jun 01 10:20:19 PDT 2009,NO_QUERY,TheReal_Jessica,Saying good bye to the high lighter yellow nail polish...my professors don't like it 
0,1989628451,Mon Jun 01 02:13:58 PDT 2009,NO_QUERY,RochelleYap,i want a pet 
4,1754006664,Sun May 10 04:32:50 PDT 2009,NO_QUERY,theonly_ateeb,@ddlovato http://twitpic.com/4vuuy - whoooaaa i relli like it demi! its amazing!! 
4,1985019344,Sun May 31 16:15:59 PDT 2009,NO_QUERY,_ashlE_,Watching my moviee 
4,2056787478,Sat Jun 06 11:47:37 PDT 2009,NO_QUERY,Jennymac22,is soooo happy for a couple of lovely people. Love really does conquer all  x
0,1759922480,Sun May 10 20:15:26 PDT 2009,NO_QUERY,minsta81,"hrmm how to dress like a monster, 3 yr old monster stomp party this sunday at 9am, 9am! way to kill my saturday night "
4,1677445787,Sat May 02 02:06:55 PDT 2009,NO_QUERY,kcin_ggaws,pool with cheryl 
4,1836264351,Mon May 18 07:41:03 PDT 2009,NO_QUERY,buffalo_escort,"@DivasMistress LOL.. what people dont realize,if they are collecting a pay check.. they are whores to society too  Diva..I love you.."
0,2192580369,Tue Jun 16 07:14:53 PDT 2009,NO_QUERY,hapsah_baunto,: i am so sleepy 
0,2247076811,Fri Jun 19 18:33:14 PDT 2009,NO_QUERY,Reginekitten,Bad experience at Mediterranean Cruise. Check that one off my list 
0,1996650535,Mon Jun 01 15:26:55 PDT 2009,NO_QUERY,heybrittanie,http://bit.ly/pyjyz  def the best part of the cab. you will be missed ian crawford  he was too good for them anyway
0,2003045090,Tue Jun 02 05:45:40 PDT 2009,NO_QUERY,_emmajane_,"@Angpang can't tell  he was late to clinic, we have been put with other consultant  we keep looking out 4 him"
4,1980985370,Sun May 31 08:08:57 PDT 2009,NO_QUERY,thejoanator,aite night world! Terrified of carparks now... Gonna go to bed now and pray tomorrow's paper won't be a killer 
4,2181174578,Mon Jun 15 11:28:10 PDT 2009,NO_QUERY,gregferrell,"@trackle AH, I see #trackle "
0,1759501107,Sun May 10 19:21:07 PDT 2009,NO_QUERY,jfollas,@keithelder Same here!  Missing my friends at #teched2009.  
4,1977051759,Sat May 30 19:58:33 PDT 2009,NO_QUERY,Ictinike,"Done seeing Drag Me to Hell.. Fairly good movie, old school horror and was worth the time for the wife and I "
0,1973532907,Sat May 30 11:20:07 PDT 2009,NO_QUERY,ChezHilton,Bones finale was as disappointing as people said it was 
4,2064595701,Sun Jun 07 06:41:28 PDT 2009,NO_QUERY,colinmitchell,Well done Jenson &amp; everyone @officialbrawngp 
4,1974595912,Sat May 30 13:27:25 PDT 2009,NO_QUERY,imfinetoday,@meghanwilliams goo but not as good as yours. 
0,2184633887,Mon Jun 15 16:11:39 PDT 2009,NO_QUERY,Puggliscious,@snurtz you know I would if I could 
4,2189140639,Mon Jun 15 23:20:06 PDT 2009,NO_QUERY,Maxii,@Immortal_Flower yes... 
4,1970747961,Sat May 30 05:04:15 PDT 2009,NO_QUERY,InGardenWilson,Lala...we did talk about you on the show...Chris knew right away. We gave you a[...]t least 15 minutes. 
0,2061388304,Sat Jun 06 20:45:53 PDT 2009,NO_QUERY,julien2021,"is enjoying this beautiful Sunday, even if Jules has gone to work  Off to check out mountain bikes http://www.specialized.com"
4,1573235237,Tue Apr 21 00:16:08 PDT 2009,NO_QUERY,aishakaia,@ashsimpsonwentz ...... wana follow me??? cant blame a girl 4 trying  love to u and ur beautiful family xx
0,2263895586,Sun Jun 21 02:08:06 PDT 2009,NO_QUERY,Danniil,Waking up from naps is the worst 
4,1469108649,Tue Apr 07 05:14:11 PDT 2009,NO_QUERY,lemonlimesorbet,"has washed her baby aerox, i think a nice scoot in the sunshine would be perfect about now "
4,1686354257,Sun May 03 05:03:14 PDT 2009,NO_QUERY,cArbos,found a balloon from meeting Czech KP fans (31.08. 2008)  how funny. amazing memories! THANK YOU!!!!
0,2062492241,Sat Jun 06 23:23:24 PDT 2009,NO_QUERY,eleonor,"@dshibi soggy pizza  no good! Oh no! Sounds like you took a beating from ur work, hope it's not too sore!"
4,2061816568,Sat Jun 06 21:40:51 PDT 2009,NO_QUERY,babybebe,@kendrajaderossi I am going to leave in 20 but I'm only 10 min away... 
0,2322060910,Wed Jun 24 21:59:24 PDT 2009,NO_QUERY,rustywatkins,"@IamDory Tried to go today, but it was sold out... "
4,1984500116,Sun May 31 15:13:42 PDT 2009,NO_QUERY,Siobhan13,@Charlie_xxx Look at the number of people following me and how many I am following! Lol I love it. 
4,1685644414,Sun May 03 01:21:08 PDT 2009,NO_QUERY,Tatty,@fake_vyvyan They want to introduce you to &quot;The Good Life&quot;. 
0,2212427149,Wed Jun 17 14:04:54 PDT 2009,NO_QUERY,skbenja,I caught myself getting too excited about push apps on 3.0.  Then I looked at the gadgets at home.  I've become an apple fanboy 
0,1792481818,Wed May 13 23:16:01 PDT 2009,NO_QUERY,ibosmiley,@MarisaAlexis you've got about 8 months to wait. 
0,2062590142,Sat Jun 06 23:40:57 PDT 2009,NO_QUERY,EmmaJayyne,I think my dogs poorly hes pacing and crying 
4,1980286785,Sun May 31 06:17:33 PDT 2009,NO_QUERY,fictitiousone,"The Red Wings won, I'm going home tomorrow, and I'm getting a shipment of @redtagcrazy clothes this coming week. Life is good. "
0,1985859207,Sun May 31 17:54:28 PDT 2009,NO_QUERY,TooYummy,i am bumming without my 97.3 the sound  i need my fix.
0,1994715269,Mon Jun 01 12:20:42 PDT 2009,NO_QUERY,aissle,"@kvltpunk no updates since May 21st ... where are you, @afa_mom?? "
4,2000105540,Mon Jun 01 21:25:18 PDT 2009,NO_QUERY,niffler619,Looked at some pictures from New Moon. It looks really good and you don't even know it. The werewolves look amazing! 
4,1881220852,Fri May 22 04:00:06 PDT 2009,NO_QUERY,iLikefatkids,"@PIRATENINJAS  NO YOU SHALL BE PIRATENICJOS, get it haha im so cool ! "
0,2047808936,Fri Jun 05 14:12:47 PDT 2009,NO_QUERY,denisequest,Not a good day today 
4,2054998079,Sat Jun 06 08:30:06 PDT 2009,NO_QUERY,JoshSabou,Just woke up ... Mann I am soo lazy 
0,1968718352,Fri May 29 22:03:13 PDT 2009,NO_QUERY,idarystad,"Caroline just drove me home in a shopping cart, hilarious! But now our Internet isn't working! "
4,2066209971,Sun Jun 07 10:05:31 PDT 2009,NO_QUERY,xaeonxx,is going to follow Alex all the way to CVHS 
4,1690869674,Sun May 03 16:33:54 PDT 2009,NO_QUERY,Juniesgurl,@Tomas57 BTW I have a brother and a cousin named Thomas 
4,1996634439,Mon Jun 01 15:25:14 PDT 2009,NO_QUERY,absurdly_nerdy,"@fuckcity in light of recent events, i feel the need to wish you a very merry unbirthday as well  you better have had a kickass vegan cake"
0,2216952184,Wed Jun 17 20:11:26 PDT 2009,NO_QUERY,beebsie,@bellapop I know   I'm texting you tomorrow after chris and I discuss dates.
0,2247646992,Fri Jun 19 19:24:43 PDT 2009,NO_QUERY,nettsu,@nom_de_guerre the narrative disappeared  was grocery shopping in Kyneton - that was it really
0,1558135513,Sun Apr 19 07:23:18 PDT 2009,NO_QUERY,o0o_Cordie_o0o,@mario4rory hey kerry...nutella is chocolate and hazelnut spread. really nice. loaded with calories 
0,1686044373,Sun May 03 03:27:50 PDT 2009,NO_QUERY,anarky2k9,is wondering how it can be very cloudy when it has been lovely the past few days 
0,2051896138,Fri Jun 05 23:05:09 PDT 2009,NO_QUERY,thebladester,2 hours of sleep isn't good at all 
0,1980772686,Sun May 31 07:38:09 PDT 2009,NO_QUERY,yeahlexxi,"ugh, i lost 2 followers? "
0,2061307821,Sat Jun 06 20:35:55 PDT 2009,NO_QUERY,TweetingMama,Can't sleep. I'm really anxious abt my trip to Hawaii in a few days. I hate that my hubby can't come. 
0,2052836018,Sat Jun 06 02:12:43 PDT 2009,NO_QUERY,SimDemarco,I'm not well- again. I'm all choked up 
4,1984176104,Sun May 31 14:35:23 PDT 2009,NO_QUERY,heartbeat1,Not seeing the potential of all this FREE traffic? You might need to check your own pulse!   http://tinyurl.com/qqw2yd
4,1880070220,Fri May 22 00:00:27 PDT 2009,NO_QUERY,mistahj,always smile. you never know who will be inspired by your smile. you are always being watched 
0,2201927964,Tue Jun 16 20:58:56 PDT 2009,NO_QUERY,kellmac23,everything will be okay someday.. 
0,1825458714,Sun May 17 05:46:27 PDT 2009,NO_QUERY,lyyyl,"RIP Acer Aspire 2010, you've been great to me for 4 years of my undergrad! Everyone say bye to lappie! "
4,2053547649,Sat Jun 06 04:56:25 PDT 2009,NO_QUERY,TheLoungeReport,"Good Saturday Morning! Another blessed day! Remember, &quot;The people who r successful believed in themselves &amp; @ some point  so should U&quot;! "
4,1957227965,Thu May 28 23:53:08 PDT 2009,NO_QUERY,AlexGermany,supersunny friday..looking forward for an extra-long weekend . luv it 
0,1754625202,Sun May 10 06:53:21 PDT 2009,NO_QUERY,Liverpool_TX,"@Natasja_Cupcake Yea, my mom was 51.  May 25th will be 2 years since she passed.  Trying not to think of it today.  "
0,2266602919,Sun Jun 21 08:47:24 PDT 2009,NO_QUERY,babblespace,Just got to work...I'm always late on sunday  I need to get it together here!
4,1996254227,Mon Jun 01 14:46:54 PDT 2009,NO_QUERY,forgottenmind,"make YOOOOOUR brownie, sweetheart "
4,2059463626,Sat Jun 06 16:59:18 PDT 2009,NO_QUERY,reniewriter,"@jmkdreak Ah, they're serving pork! "
0,2253099432,Sat Jun 20 07:35:01 PDT 2009,NO_QUERY,AlchemistPingu,The official sites says it isn't voiced. 
4,1962514857,Fri May 29 11:09:49 PDT 2009,NO_QUERY,amber_benson,"@MystGalaxyBooks has signed copies of Death's Daughter for everyone who keeps asking   I will also be in Chicago, Boston and NY in June!"
0,1693552203,Sun May 03 22:55:42 PDT 2009,NO_QUERY,Trainable_Girl,@_spacepilot yes its now happy belated #hoppusday for me.  OMG! My iPod just randomly started playing Adam's Song for #hoppusday PERFECT!!
4,2181053154,Mon Jun 15 11:18:10 PDT 2009,NO_QUERY,Uwila,@InfineonRaceway I know!   But I'll let other folks play. You guys are the best! Yay! Almost race weekend!
4,1792617192,Wed May 13 23:41:19 PDT 2009,NO_QUERY,norlinm,was glad she got to meet up with her uni friend from Indonesia. It's been 11 years since we last met! 
4,1795179332,Thu May 14 07:18:21 PDT 2009,NO_QUERY,dmbsredhead,"@DanaDMB @cigarettelitrob no shit...it's confusing me. lovely pic, tho...and CONGRATS, again!! "
4,1468742829,Tue Apr 07 03:29:26 PDT 2009,NO_QUERY,rosely,Is looking forward to an enjoyable evening 
4,1834986510,Mon May 18 04:48:58 PDT 2009,NO_QUERY,wiserways,ï¿½ @osecology @theroadto @chriswaterguy @johnsedore 
4,2189660181,Tue Jun 16 00:34:36 PDT 2009,NO_QUERY,dbing3,just finished the last rehearsal of the school year 
0,2247805877,Fri Jun 19 19:39:11 PDT 2009,NO_QUERY,Bondditty,hates goodbyes.....   
4,2049164972,Fri Jun 05 16:24:30 PDT 2009,NO_QUERY,SpangularDiva,@MrPeterAndre Wow. Hello  been worried about you!
0,2062929039,Sun Jun 07 00:46:33 PDT 2009,NO_QUERY,Danni_Saur,the 90210 finale. cried my eyes out. just the thought of having to give away a part of yourself like that.  i need coffee + coldplay â¥
0,1982115425,Sun May 31 10:33:30 PDT 2009,NO_QUERY,karenstrunks,"I have a cold, AND hayfever. I feel great! "
4,1822979005,Sat May 16 20:49:57 PDT 2009,NO_QUERY,benjaminsteiner,movie and smoothies in an hour on my dime. Comment this if you want to join! 
0,2251494157,Sat Jun 20 03:41:11 PDT 2009,NO_QUERY,allegracarisha,"aaaaaaaaa thanks god  lulus aaaaaaa lulus (excited),sayangnya cuma 32,7  tp tetep gue bersyukuuuuuur banget"
0,2192582452,Tue Jun 16 07:15:04 PDT 2009,NO_QUERY,Wolfgang_,@lennel how come I didn't get the SMS? 
4,1751641828,Sat May 09 19:55:47 PDT 2009,NO_QUERY,LizKpopped,@BruceOCz Thanks for the advice! Went to the doctor's and slept a lot yesterday  Must be the meds.
0,2237832278,Fri Jun 19 06:25:42 PDT 2009,NO_QUERY,lynz21,@Haylz2329 4 stone wot u wana b skin n bones  not gud ur perfecto the way u r xxx
0,1976205210,Sat May 30 16:49:04 PDT 2009,NO_QUERY,oldmagic,Someones house/car alarm is going off and its fucking loud as fuck! 
4,1989960972,Mon Jun 01 03:24:54 PDT 2009,NO_QUERY,ALCxx,Never have to do maths at school again! 
0,2205101353,Wed Jun 17 03:57:45 PDT 2009,NO_QUERY,NatashaTurnbull,i thought my bonsai would be here by now 
0,2265232407,Sun Jun 21 06:06:28 PDT 2009,NO_QUERY,LucyLegs,Taking Chad to the airport today  We'll miss him.
4,1964481206,Fri May 29 14:18:14 PDT 2009,NO_QUERY,kaylacooksontv,@CameronRockwell I hope you had a good last day of school come visit 
4,1990301760,Mon Jun 01 04:29:19 PDT 2009,NO_QUERY,ninawaddell,can't wait til the hols! and daddy's coming home tomorrow arvo. 
4,2182427926,Mon Jun 15 13:09:23 PDT 2009,NO_QUERY,Randomname_1,Got an Airgun from my cousin today 
4,1879994150,Thu May 21 23:46:07 PDT 2009,NO_QUERY,nekocarnival,will be giving Shiatsu at Shape Day in Somerset West tomorrow! 
4,1976061385,Sat May 30 16:30:11 PDT 2009,NO_QUERY,Newo182,@hollymontag cool! take me with you 
4,1828052135,Sun May 17 11:59:38 PDT 2009,NO_QUERY,hollyhennessy,is scared for her exams :S and about to watch the new Hills 
0,2228667628,Thu Jun 18 14:44:00 PDT 2009,NO_QUERY,up2m3,feel guilty and don't know what i have 2 do..... 
0,2069628036,Sun Jun 07 16:13:38 PDT 2009,NO_QUERY,jeremyschultz,"Tried to give blood Sat., nurse didn't clamp a tube and ruined the draw b4 it began. I'm a universal O- and a person needed my antigens. "
4,1971694138,Sat May 30 07:41:17 PDT 2009,NO_QUERY,mackinwafers,is excited about picture-taking with the rest of KASES and Jeneill today 
4,1978012559,Sat May 30 22:13:34 PDT 2009,NO_QUERY,YoGabbaGabbaa,out to get new issue of girlfriend 
0,2244191177,Fri Jun 19 14:25:21 PDT 2009,NO_QUERY,thecraigmorris,"@beingnobody Isn't this the 2nd time you've burnt yourself this week ?  Get cold running water on it, for ages!!!"
4,1825027220,Sun May 17 04:01:09 PDT 2009,NO_QUERY,tomas_winter,"@annamori thats so funny, i wonder who it was that was mentioned talking about doncaster "
4,2001525288,Tue Jun 02 01:10:20 PDT 2009,NO_QUERY,dublintrail,@BetterBizIdeas Found you through @MrTweet. Thanks for following me. I look forward to your updates! Have a great Tuesday 
4,2063278358,Sun Jun 07 02:01:32 PDT 2009,NO_QUERY,ktmohr,@zipcultive oh that would suck big time! hope you get it working soon 
4,2007745215,Tue Jun 02 13:05:25 PDT 2009,NO_QUERY,Michael_Gunn,Just ordered my new 24&quot; iMac. I can't wait for it to come in.. 
4,1971006746,Sat May 30 05:56:24 PDT 2009,NO_QUERY,KarenSweden,@Jonster nice! say hello to him from me 
0,2057020799,Sat Jun 06 12:13:26 PDT 2009,NO_QUERY,Jay_12,"@chrismistybelle true, but I don't have a working car to get me to Indy "
0,2178910282,Mon Jun 15 08:22:46 PDT 2009,NO_QUERY,UniqueCreolaDre,@Trish_T  lmao i just found it  yayyyy   and im not gonna twit that nigga everyday jeez lol i wish dday had one  lol
4,2189812426,Tue Jun 16 00:58:40 PDT 2009,NO_QUERY,christywild,@xoticbeauty you're welcome  how
0,2056946167,Sat Jun 06 12:05:15 PDT 2009,NO_QUERY,jamiemcflyx,@newO_nyboR LMFAO! I know yeah! If I had the money I would go and see her...but I don't have Â£60 to spare  @deanperry My mate haha
4,1677095618,Sat May 02 00:26:27 PDT 2009,NO_QUERY,AussieMarijuana,"@SliceMag  smoke a joint o da kush,  good sleep tonic"
4,1991441667,Mon Jun 01 07:02:43 PDT 2009,NO_QUERY,Loubnaa_,"@katyperry How awsome! You're in Amsterdam, my hometown!  The weather's nice, so enjoy your stay here!"
0,1557624923,Sun Apr 19 05:11:17 PDT 2009,NO_QUERY,OUrugger21,watched a glorious sunrise over the lake... made me miss sunrises over the mountains in Aspen 
4,1963593561,Fri May 29 12:57:39 PDT 2009,NO_QUERY,solenoe_serdce,@mashabelova Exactly!  ??-?? ???? ????? ? ????? ???? ???????? ???! ???????????
4,1686595902,Sun May 03 06:04:13 PDT 2009,NO_QUERY,amasses,Soooo close yet so far away... waiting on 3rd parties sucks.. but I'm almost there  I can feel it!
0,2176437687,Mon Jun 15 03:52:29 PDT 2009,NO_QUERY,scarlettshaney,@johncmayer when are you touring the UK!! It's not fair 
0,1985846656,Sun May 31 17:53:04 PDT 2009,NO_QUERY,Valor95,HMMMM...None of my friends are on 
4,1553707707,Sat Apr 18 14:59:55 PDT 2009,NO_QUERY,keshiaford,@Mrlegit850 i dnt do fan pics . i said design a pic for me . if youu dnt wnnaa a simple no is ayeee ooo kay 
4,2060750611,Sat Jun 06 19:30:26 PDT 2009,NO_QUERY,scrubzbody,@perrylimes - TY and same to you. My friend recently said there was not enough &quot;glee&quot; in the world. My kids/family brings me glee! 
0,2236818155,Fri Jun 19 04:36:12 PDT 2009,NO_QUERY,tonjemeinstad,"I want see @metrostation and @tracecyrus tonight! Why can't I, whyyyy? "
0,2234846877,Thu Jun 18 23:52:42 PDT 2009,NO_QUERY,briannecole,"@windowbiird correct.  Well, we're not allowed to let our kids at work lay down if they have a head injury."
0,1676553258,Fri May 01 22:23:49 PDT 2009,NO_QUERY,AmyIsDayDreamin,mum just gave me my  flu needle  and for the first time in so long i do not feel tired at all YAY
4,2189824109,Tue Jun 16 01:00:22 PDT 2009,NO_QUERY,Chuckyox,is working out well 
0,2187615136,Mon Jun 15 20:32:38 PDT 2009,NO_QUERY,Semigeek,@the_lfk the guy says I was too nervous. Couldn't do anything correctly. Couldn't even tell left from right. 
4,1833966567,Mon May 18 01:07:05 PDT 2009,NO_QUERY,supitsnic,"Reading angels &amp; demons before I go to sleep. But before I forget, goodnight world! "
4,1996418759,Mon Jun 01 15:03:08 PDT 2009,NO_QUERY,thephotogirl,@alwayscandace @unique317 @basketkace Now they're The CAAAB  
4,1831295301,Sun May 17 18:35:53 PDT 2009,NO_QUERY,christina127,Just joined a gym and loving it  ....can summer get here already?
4,2016579974,Wed Jun 03 07:01:16 PDT 2009,NO_QUERY,mrshananto,Does anyone remember The Panel at Channel10 Australian TV  big laugh every saturday... Miss Aussie... Ayo ngumpulin duitnya!
4,2186174275,Mon Jun 15 18:27:44 PDT 2009,NO_QUERY,ChrisSamnee,"@j_bacardi Okay, you and Julie Schwartz were a couple of rhe rare exceptions with excellant taste "
4,1827008437,Sun May 17 09:47:42 PDT 2009,NO_QUERY,OhSoSqueamish,Finally hooommmeee... finally have internet.... life is goood 
0,2230292542,Thu Jun 18 16:54:36 PDT 2009,NO_QUERY,LisaLovesAVA,"errr. We Are The Ocean. :] I actually got into the song, and then the screaming came. "
0,2060969653,Sat Jun 06 19:55:48 PDT 2009,NO_QUERY,abbeyjo,time to put the guitar and song away for the night. I miss my brudder  sleep time!
0,2300836083,Tue Jun 23 14:39:20 PDT 2009,NO_QUERY,Impala_Guy,@19fischi75 sorry - talked with ma dad! sadly must go now sweetheart 
0,2257479754,Sat Jun 20 14:24:12 PDT 2009,NO_QUERY,adamszoo,Delivery confirmation shows my contest entry was delivered a day late- but they guaranteed me Monday arrival.  I am sad.
4,1957195620,Thu May 28 23:47:23 PDT 2009,NO_QUERY,BW101,Woodley is so cute. The &quot;I don't wanna split up!&quot; bit with the flowers is adorable 
0,1982112006,Sun May 31 10:33:05 PDT 2009,NO_QUERY,Kaitiii,@vivalatrace i feel the same way only with physics 
0,1556550126,Sat Apr 18 23:17:17 PDT 2009,NO_QUERY,therealashleyb,@troyeatsbrains sure just tell yourself that to make yourself feels better about being soo mean 
0,2246502303,Fri Jun 19 17:41:34 PDT 2009,NO_QUERY,jjanosko,Where are you shannonsimpson? She's been suspended by the evildoers at Twitter. I guess no stalker for me. O well 
4,1832596451,Sun May 17 21:05:10 PDT 2009,NO_QUERY,moonbeamstrlite,@ChanelBlueSatin stylish!  Its 5am here... I have no idea how or why I'm still up!
4,2071613351,Sun Jun 07 19:40:11 PDT 2009,NO_QUERY,ameliorator,@maximumswearing I have said that before.  and I unhesitatingly add you to my list. What's life without friends?
4,1834150676,Mon May 18 01:49:28 PDT 2009,NO_QUERY,callmeblessed,@ramseymord hahaha ... enak loh excelso arabica dibikin pake ala drip  (vietnam drip coffee maker)
4,1882387619,Fri May 22 06:46:50 PDT 2009,NO_QUERY,sdegutis,"@head_min heh, no i wasnt in charge of the domain-name choosing, but Deutschland would be a super fun place to visit if given the chance "
0,2050351369,Fri Jun 05 18:30:53 PDT 2009,NO_QUERY,stormbasiat,Dammnnn the PURE ONE Mini DAB Radio isnt in stock in Argos and Homebase  I don't really wona pay more than Â£34 for one.
4,2000445405,Mon Jun 01 22:07:55 PDT 2009,NO_QUERY,Selah_Kelly,@JennHarding Have a wonderful time in NZ 
0,2259833245,Sat Jun 20 18:14:14 PDT 2009,NO_QUERY,vintagetrash,@1CloudStrife where's my follow? 
4,1833357062,Sun May 17 23:02:14 PDT 2009,NO_QUERY,silentnative91,"Hmm... Laying here, listening to With You by Jessica Simpson. Love that song! "
4,1965334372,Fri May 29 15:44:14 PDT 2009,NO_QUERY,LauraJames3,@micahariel You are welcome!  All is well here in Canada. I went to Lake Nipissing today &amp; went fishing. 13 degrees. Overnight low of 1. 
0,2052898921,Sat Jun 06 02:27:51 PDT 2009,NO_QUERY,beingmyself,@juicyari the terrorist... ehhh ficky ficky = dishonorable discharge sooo let that go 
4,2002685901,Tue Jun 02 04:54:08 PDT 2009,NO_QUERY,roninofragnarok,@Exirel thanks I will try 
0,1825708534,Sun May 17 06:35:58 PDT 2009,NO_QUERY,JennNic,"@sevinnyne6126 don't listen to them!  you are amazing &amp; i'm glad you are ok. don't let anyone get you down, you're the best actress ever!"
4,1981692219,Sun May 31 09:41:32 PDT 2009,NO_QUERY,decross,@christialisha to get away from team Kayla for a week.  I love tweeting someone that's 2 feet from me.
0,2046540783,Fri Jun 05 12:19:47 PDT 2009,NO_QUERY,katemariesf,waiting for johnny to bring me lunch then back to sf 
4,1694457078,Mon May 04 02:42:55 PDT 2009,NO_QUERY,mikebladen,"@MDurbin not long till we go shopping dude, its gunna be rather fun "
4,1999839394,Mon Jun 01 20:55:10 PDT 2009,NO_QUERY,imnisa,"Just heard the funniest thing ever, I can't stop smiling and laughing, haha  that joke made my day"
4,2001974172,Tue Jun 02 02:43:03 PDT 2009,NO_QUERY,ilovemonkeys8,@fakejowhiley you massive nutcase!!!! but thats why we love you! follow me!  xx
4,2192539080,Tue Jun 16 07:11:11 PDT 2009,NO_QUERY,micah_c,I don't want to make any of you other dads feel bad or anything... but I really have the most beautiful baby boy in the world. Sorry. 
0,1968596613,Fri May 29 21:46:44 PDT 2009,NO_QUERY,chennyy,"Back, time to go back to nerd'ing. "
4,1986330805,Sun May 31 18:40:57 PDT 2009,NO_QUERY,meganpazz,Rofl i love how there are twitter updates at the bottom before commercial. 
4,2056608343,Sat Jun 06 11:27:29 PDT 2009,NO_QUERY,mommysbusylife,Five Men standing in the driveway shaking their head- WHAT is the trunk of the minivan NOT suppose to be scraping the pavement 
4,1994719394,Mon Jun 01 12:21:05 PDT 2009,NO_QUERY,MeXikana1352,"Television tells lies to your vision... so, beware of the tricknology set off to fool the mind!!! and that's a fact! "
0,2175581380,Mon Jun 15 01:23:43 PDT 2009,NO_QUERY,hahahollymarie,@cptfunkyfresh I didn't make that picture!  that picture makes me look like a sith lord haha.
4,1971481738,Sat May 30 07:12:53 PDT 2009,NO_QUERY,ceruleanbreeze,@Blue_Rose_  @thefaceofboe and @captainjohnhart are on page four  @PC_Andy and @GrayVigilante are on page five.
0,2003256413,Tue Jun 02 06:11:28 PDT 2009,NO_QUERY,Harris_Junior,not in the good mood 
